,,,,,,,,,,
,25,loxy,い、痛くない？,,,L,normal,,7,
,26,orend,いちちち...止まった止まった。ふぅー。よっと！(人に戻って)およよ！ヴォルカス様ー！,,,R,unique,,43,
,27,volcus,オレンドよ。不注意だ。,,,R,normal,,11,
,28,orend,お...あっはっはー...すまねぇ。ソーリーソーリー。,,,R,normal,,27,
,29,loxy,へ....？あ、ヴォ、ヴォルカス！助けてくれたのー！ありがとー！,,,L,normal,,32,
,30,volcus,ロクシーよ、怪我はないか。,,,R,normal,,13,
,31,loxy,あ、だ、だだだ、大丈夫！！,,,L,normal,,13,
,32,volcus,ふむ。それはよかった。降ろすぞ。,,,R,normal,,16,
,33,loxy,あ、ありがと。(ちょっと恥ずかしい)ね、ねぇ聞いて！オレンドったら！止まってって！言っても止まってくれなくてね！,,,L,normal,,56,
,34,volcus,(前セリフ被りくらいで)ロクシーよ、不注意だ。,,,R,normal,,23,
,35,loxy,う...ご、ごめんなさい。,,,L,normal,※照れ顔があったのでそれがあれば,13,
,36,orend,はっはっはー！ロクシー、無事でよかったなぁー！,,,R,normal,,23,
,37,loxy,う、うっさいわねー！,,,L,normal,,10,
,38,volcus,ふむ。では、私は帰るとする。,,,R,normal,,14,
,39,loxy,ん...？帰る？どうやって？,,,L,normal,,14,
,40,volcus,ふむ。(手をかざして魔の門を開く),,,R,normal,,17,
,41,loxy,ちょちょちょ、ちょ！ちょっと、それ何！？,,,L,confuse,,20,
,42,volcus,これは城へ戻るための魔孔道（まこうどう）だ。では、私は帰るのでな。,,,R,normal,,33,
,43,loxy,へぇー...って、ちょ！ちょっと！ちょっとおおおお！ねええええええ！！あーー！こんなところに置いてかないでー...。,,,L,confuse,,58,
,44,orend,あっはっは！！取り残されちまったなぁー！バッドバッドー！,,,R,normal,,28,
,45,loxy,はぁ！なんでこんな穴の中に置いてくのよ！信じらんない！,,,L,angry,,27,
,46,orend,はっはっはー！まぁまぁ、いいじゃねぇか。んで、ここはどこだー？？,,,R,normal,,32,
,47,loxy,んー？奥が暗くて全然見えないなぁ...。なんの音だろ...これ...水の音...？,,,L,normal,,41,
,48,orend,ほぉー！ロクシーは耳がいいんだなー！,,,R,normal,,18,
,49,loxy,あんたの耳が...まぁいいわ。さて...(バッグの中を漁り始める)オレンド、光に反応しそうな魔物は周囲にいるかしら？,,,L,normal,,58,
,50,orend,ん？あー、ちょっと待ってなー！んー...んー..ん”ん”ん”ー...大丈夫だ！いねぇ！,,,R,normal,,43,
,51,loxy,ちょ、ちょっと不安だけど...まいっか。じゃぁ電気つけるわね...。はい。,,,L,normal,,37,
,52,orend,おぉー、ほんとに明かるくなるんだなぁー！人族の道具ってのはすげーなぁ！,,,R,normal,,35,
,53,loxy,はいはい。で、ここは...わ、わーー！ねぇ！オレンドみて！地底湖よ！ここ！すっごい広い地底湖！！,,,L,smile,,48,
,54,orend,おぉー！すんげーなぁー！こりゃーーーーーおおーすんげーー！,,,R,normal,背景切り替え/BGM切り替え(朝日の昇る風景),29,031_underground_lake
,55,loxy,初めてみた...わー...魔大陸って色んなところがあるのねー...。,,,L,normal,,34,
,56,orend,はっはっはー！俺も初めてみたぜー！おもしれーなー！,,,R,normal,,25,
,57,loxy,記念に映写機で写真でも撮っておこうかしら。(ごそごそとバックを探る),,,L,normal,,34,
,58,orend,はっはっはー！そりゃいーや！...で...なぁ、ロクシー！,,,R,normal,,29,
,59,loxy,ん？ちょっと待って...。よし、撮れた！で何？,,,L,normal,,23,
,60,orend,俺たちよ、どうやって帰るんだ？,,,R,normal,,15,
,61,loxy,あらー...随分と出口が遠いわねー...。あ...あははは...。,,,L,normal,,33,
,63,,ーー城の執務室、帰ってきたロクシーがサラに遺物を鑑定してみてもらっている,,,,,場面切り替え/背景切り替え/BGM切り替え(しっぽフリフリ),36,017_office_sara
,65,sara,それで、やっとの思いで持ち帰ってきたものがこれですか。,,,R,confuse,,27,
,66,loxy,そうなのよ！ほんっとに大変だったのよ！,,,L,normal,,19,
,67,sara,はぁ。一応聞きますが、どうやって上がってきたんですか？,,,R,confuse,,27,
,68,loxy,え？えっと、オレンドが鳥になって...,,,L,normal,,19,
,69,,ーーーーー,,,,,,5,
,70,,ーー鳥になってロクシーとつかんで飛ぶオレンド,,,,,背景切り替え,22,040_ruins_hole
,71,orend,お...重めぇ...へびぃだぜ...,,,R,normal,,18,
,72,loxy,ちょ！ちょっと！レディに対して失礼よ！,,,L,angry,,19,
,73,orend,う...これ以上重すぎてあがれねぇぜ...むりだむりだぁぁ！遺物をすててくれえ！大事なやつ以外全部！！オール！,,,R,confuse,,55,
,74,loxy,ぜ！全部大事なの！,,,L,angry,,9,
,75,orend,あっはっは...じゃ、じゃあ落ちるぜ...,,,R,normal,,21,
,76,loxy,ま！まって！わかった！捨てる！捨てるわよ！！,,,L,normal,,22,
,,,,,,,,,0,
,2,,ーー回想終わって城の執務室,,,,,場面切り替え/背景切り替え,13,017_office_sara
,4,sara,なるほどね。それでオレンドがへたばってたわけね。,,,R,confuse,,24,
,5,loxy,え...えへへ...。サラからも謝っておいて！お願い！,,,L,normal,,27,
,6,sara,はいはい。まぁ丁度いいわよ。オレンドも多少は懲りたでしょう。もちろん、あなたも反省しなさいよ。,,,R,confuse,,47,
,7,loxy,う...ご、ごめんなさい。,,,L,normal,,13,
,8,sara,で、１つだけこっそり持ち帰ってきたのが、これと。,,,R,normal,,24,
,9,loxy,そう！なんか１番貴重っぽかったから！,,,L,normal,,18,
,10,sara,ふーん。これは魔鉱石(まこうせき)ね。,,,R,normal,,19,
,11,loxy,えーーー！遺物じゃないの！？こんなに貫禄あるのに！？,,,L,normal,,26,
,12,sara,かんろく....？,,,R,normal,,9,
,13,loxy,なんか！キラキラ光ってるじゃない！,,,L,normal,,17,
,14,sara,この魔鉱石はとても純度が高いの。魔素が漏れ出ている。,,,R,normal,,26,
,14,sara,きっとそれが、人族には光っているようにみえるのね。その地底湖に魔素が溜まっているんだと思うわ。,,,R,normal,,47,
,15,loxy,へぇー...。ふーん。なんだ、遺物じゃないのね。(ぶつぶつ言いながら、部屋の出口へ歩いていく),,,L,angry,,47,
,15,loxy,あんな遠くの遺跡まで行ったのに、せっかく持って帰ってきたものがただの魔鉱石だなんてぇ。,,,L,angry,,43,
,15,loxy,なんで私ってこんなにあんぽんたんなのかしら..。あーもばかばか！次は絶対すんごいやつ見つけてやるんだから！,,,L,angry,,53,
,16,sara,(ぶつぶつ言い始めたくらいから被せて)でもこんなに純度が高い魔鉱石は大砲や何かの動力に使えるわ。,,,R,normal,,48,
,16,sara,ありがとうロクシーさん、ちなみに、その地底湖はどこに...ってちょっと！話聞いてますか！？,,,R,normal,,45,
,17,loxy,は、はい！？,,,L,normal,,6,
,18,sara,はぁ...。その地底湖はどこにあったのかしら？,,,R,normal,,23,
,19,loxy,へ？あー...確か、お城から北西にある森を抜けた先よ！,,,L,normal,,27,
,20,sara,そう。ありがとう。,,,R,normal,,9,
,21,loxy,へ...？うん！どーいたしましてー！,,,L,smile,,18,
,23,,ーー現在に戻り、演劇公園の呼び込みをするオレンド。その横に突っ立つ、ヴェル。,,,,,場面切り替え/背景切り替え/BGM切り替え(自然の中でゆったりと),38,034_town
,25,volcus,（Ｍ）演劇当日を迎え、ついに開演の直前。私はオレンドと共に呼び込みにいくようシャンディに頼まれたのである。,,,L,normal,,53,
,26,orend,お、どーも。あ、こっちもまいど！サンキューなー！おぉー！マダムーー！去年ぶりだなぁー！,,,R,normal,,43,
,26,orend,え？知らない？はっはっはー！そのうち思い出すさー！それよりどうさー？演劇！,,,R,normal,,37,
,27,volcus,ふむ。,,,L,normal,,3,
,28,orend,はーい！まいどー！いってらっしゃーい！え？演目かーい？はっはっはー！,,,R,smile,,34,
,,orend,魔王が愛した女性とその娘が誕生するまでの、俺たち人間が知ることのない物語さ！特別な知り合いから仕入れた,,,R,smile,,51,
,,orend,じ・つ・わなのさー！どうだーい？ちょっと知りたくなるだろー！はーい！１名様ごあんなーい！サンキューなぁ！,,,R,smile,,52,
,29,volcus,ほう。,,,L,normal,,3,
,30,orend,はいはい！お二人さんねー！わぁ！カップルかーい！いいねー！グッドグッドー！,,,R,normal,,37,
,,orend,勇気出してそのガールを誘ったのかーい！はっはっはー！頑張った君にはこれをあげよー！,,,R,normal,,41,
,,orend,あっちのお姉さんに言ったら、二人分の飲み物をもらえる、サービス券さ！おう！どういたしましてー！いってらっしゃーい！,,,R,normal,,57,
,31,volcus,見事だ。,,,L,normal,,4,
,32,orend,おおー！そこの美しいマダムの皆さーん！どうですかー、え？彼ですか？（ヴェルを指さす）ヴェルはキャストの一人さ！,,,R,normal,,55,
,,orend,貫禄があって大物って感じだろー！あー！いいですよ。好きに触っても。ほら...ほっぺをもってこーんなことも（上にあげる）,,,R,normal,,59,
,33,volcus,うむ。,,,L,confuse,,3,
,34,orend,こーんなことも！（下に下げる）,,,R,normal,,15,
,35,volcus,う、うむ...。,,,L,confuse,,8,
,36,orend,これもおっけーさあー！（ひっぱる）,,,R,normal,,17,
,37,volcus,う、うむ。,,,L,confuse,,5,
,38,orend,(離してマダムの方へ近づきコソコソと)そこの綺麗なマダムの皆さんで演劇見ていってくれるなら,,,R,normal,,45,
,38,orend,しばらく好きーに使って良いですよー....はっはっはー！おー！まいど！サンキューなぁー！,,,R,normal,,44,
,39,volcus,（マダムに群がられて）オ、オレンドよ。,,,L,confuse,,19,
,40,orend,ヴェルゥゥゥゥゥ！なんだぁい？まさかまさか文句なんてないよねー！？あっはっはー！,,,R,smile,,40,
,41,volcus,（マダムに群がられて）み、見事だ。,,,L,confuse,,17,
,,,,,,,,,0,
,2,,ーー城の廊下、オレンドとロクシー,,,,,場面切り替え/背景切り替え/BGM切り替え(しっぽふりふり),16,028_Inside_Castle
,4,loxy,あぁもう！ついてこないで！,,,L,angry,,13,
,5,orend,なんでだよー。,,,R,normal,,7,
,6,loxy,だって！あんたが言う場所、ぜーんぶ適当じゃない！,,,L,angry,,24,
,,loxy,この前だって、神殿の入口だとか言って入ってみたらただの地下牢。あんたほんとにこの城のこと詳しいの？,,,L,angry,,49,
,7,orend,はっはっはー！あんときはロクシーだって「ここには何かありそうな予感がするー！」とか言ってたじゃねーか！,,,R,normal,,51,
,8,loxy,うっさいわねー！あんたが「次はほんとーにすげぇ場所なんだってー！」とか言うから期待しちゃったじゃない！！,,,L,angry,,52,
,9,orend,はっはっは！そりゃ俺の真似かー！はっはっは！,,,R,normal,,22,
,10,loxy,あんただって真似したでしょー！,,,L,angry,,15,
,11,orend,ロクシー怖がってたもんなー！,,,R,normal,,14,
,11,orend,ちょ、ちょっと...あんたが先に行きなさいよ...ね、ねぇ！あー！すんげーキューティーだったぜー！,,,R,normal,,49,
,12,loxy,ば！あんた！はっ倒すわよ！,,,L,angry,,13,
,13,orend,はっはっはー！ソーリーソーリー！ほんとにロクシーは愉快だなぁ！でよ、次行く場所はほんとにすげーんだって！,,,R,normal,,52,
,14,loxy,はぁ？はぁ...どこからそんな自信が湧いて出てくるのかしら。,,,L,angry,,30,
,15,orend,わっかんねー！はっはっはー！さてー！ついたぜー！この部屋さぁー！,,,R,normal,背景切り替え,32,ここの部屋にできる画像がない？
,16,loxy,はぁ？何この部屋？何もないじゃない。,,,L,angry,,18,
,17,orend,ちっちっちー。ここ、ここ。（地面を指差す）,,,R,normal,,21,
,18,loxy,ん....？よいしょ、(床に耳を当てる),,,L,normal,,20,
,,loxy,んー？ちょっとだけ風の音がするわね。（コンコン、コンコン、と床を叩く）うん、何か空洞がある。,,,L,normal,,46,
,19,orend,そうだろー！見つけちまったのよ。この前。,,,R,normal,,20,
,20,loxy,へぇ〜..なんで？,,,L,normal,,9,
,21,orend,ん？サラに怒られて床の掃除をしてたのよ。,,,R,normal,,20,
,22,loxy,たまにいないと思ったらそんなことしてたのね...。,,,L,normal,,25,
,23,orend,はっはっはー！近衛（このえ）だけど若けえからなぁ！人手が足りない時は雑用よ！クリーニング！,,,R,normal,,45,
,24,loxy,そうなんだー。ちょっと意外。,,,L,normal,,14,
,25,orend,はっはっはー！でよ、水がなんっかへーんな感じに流れるからなんだろーなぁーって思ってみたら！よ！,,,R,normal,,47,
,26,loxy,な...なんだろう。どうやって開けるんだろう。ねぇ、どうやってあけるの？,,,L,normal,,36,
,27,orend,んー。わっかんねー。はっはっは！,,,R,normal,,16,
,28,loxy,そうだと思った。うーん...どこかなぁ、何か仕掛けでもあるのかなぁ...うーん。,,,L,normal,,40,
,29,orend,うーん。うーん。うーん。,,,R,normal,,12,
,30,loxy,ここにも何もない。こっちは？うーん..ない。あ、あそこの机の下は...？ないなぁ...。,,,L,normal,,44,
,31,orend,うーん...あ！,,,R,normal,,8,
,32,loxy,ん？何？どうしたの？,,,L,normal,,10,
,33,orend,おれ、閃いちゃったわけよ！はっはっはー！なーに！簡単さ！床によ！穴を開けちまえばいいのさー！,,,R,normal,,46,
,34,loxy,ちょっと！そんなことしていいの？,,,L,normal,,16,
,35,orend,大丈夫さぁ！あとで埋めときゃいいんだろー！,,,R,normal,,21,
,36,loxy,そ、そうかなぁ！？,,,L,normal,,9,
,37,orend,はっはっはー！これならいけるだろー？,,,R,normal,,18,
,38,loxy,う、うん。いけるけど...いいのかな...。,,,L,normal,,22,
,39,orend,だーいじょうぶだーいじょうぶ、やっちまおーぜー！,,,R,normal,,24,
,40,sara,オーレーンードー...。,,,L,angry,BGMなくなる,12,
,41,orend,い...あ、あはは...サラ...お、おはよう、グッドモーニン..。,,,R,confuse,,34,
,42,sara,あら。今はこんばんわ、の時間のはずですけど？ついに時間もわからなったのかしら？,,,L,angry,BGM切り替え(ピンチ_-_8bit),39,
,43,orend,そ、そーなんだよ！おーっと、もうこんな時間かー！よーし...,,,R,normal,,30,
,44,sara,で、あなたここで何をしようとしていたのかしらーーー。,,,L,confuse,,26,
,45,loxy,こっそーり...,,,R,normal,,8,
,46,sara,ことと次第によっては、ただじゃおかないわよ...。,,,L,angry,,25,
,47,orend,いやいや...ちげーんだ！ちげーんだよ！,,,R,confuse,,20,
,48,sara,へー。何が違うんですか？,,,L,confuse,,12,
,49,loxy,こっそーりこっそーり。,,,R,normal,,11,
,50,orend,あー...いやー...はっはっはー..,,,R,normal,,19,
,51,orend,ロクシーパース！(ロクシーのバッグの中の道具に取り憑いて隠れる),,,R,unique,,32,
,52,sara,あ！こら！はぁ...。で、ロクシーさん、あなたも何をしようとしていたのかしら？,,,L,normal,,39,
,53,loxy,ギク...,,,R,confuse,,5,
,54,sara,一人で抜け出そうなんて、あなたもいい度胸ね。,,,L,confuse,,22,
,55,loxy,なななな、なぁにもしようとしてないわよー...,,,R,normal,,23,
,56,sara,本当かしらね、ではあなたの魂に直接聞くことにしようかしら。,,,L,angry,,29,
,57,loxy,ひっ！くぅぅ！こうなったらぁぁ...！しゅたあ！,,,R,confuse,,24,
,58,sara,あ！こら！待ちなさい！はぁ...はぁ...ふふふふふ,,,L,angry,,26,
,59,loxy,逃げるが勝ちよ！！ふふふ....はあ、危なかったー...はぁはぁ！逃げ足はぴかいちなんだから！！！,,,R,confuse,背景切り替え,49,028_Inside_Castle
,60,sara,待ーちなさいロクシーこらあああ！！！,,,L,angry,,18,
,61,loxy,ええええ！ちょ、サラさんが走って追いかけてきたあああ！,,,R,confuse,,27,
,62,sara,今日という今日はー！！はぁ！！逃がさないわよおおお！,,,L,angry,,26,
,63,loxy,いやああああ！,,,R,confuse,,7,
,64,orend,あー楽だぜー！イージーイージー。,,,R,normal,,16,
,65,sara,ロクシー！！はぁ...！ヴォルカス様が許してるとはいえ！！やりすぎよ！,,,L,angry,,35,
,66,loxy,いやいやいやいや！今度こそ死んじゃううううう！はぁ...！はぁ...！何か、何か！！,,,R,confuse,,42,
,67,sara,待ちなさああああい！,,,L,angry,,10,
,68,loxy,ひいい！はぁはぁ！なにか...はぁ...そうだ！サラさん...！(立ち止まって指を刺す)あっ！見て！ゴースト族が！！,,,R,confuse,,58,
,69,sara,はぁはぁ！ふふふふふふふふふふふふふふふふふ...,,,L,angry,,25,
,70,loxy,い。。。いやああああ！意味なああああい！何か、何か...は！あった！（バッグを投げ捨てて）ごめん！オレンド！！,,,R,confuse,,55,
,71,orend,げ！！お、おい！ロクシー,,,R,confuse,,12,
,72,loxy,ごめんおれんどおおおお！(その場から離れる),,,R,confuse,,22,
,73,orend,お！おい！ちょ、ちょっとまて..,,,R,confuse,,16,
,74,sara,オーレーンードー...,,,L,angry,,11,
,75,orend,あ...あっはっはー。,,,R,smile,,11,
,76,sara,さてと。出汁が出なくなるまで、あなたの魂絞ってあげるわね...,,,L,angry,,31,
,77,orend,い、いや、ま、待ってくれ...,,,R,confuse,,15,
,78,sara,待ちませんよ。ふふふふふふふふふふふふふ,,,L,angry,,20,
,79,orend,いやああああああああああ！ばっどぉぉぉぉぉぉぉぉぉぉぉぉぉ,,,R,confuse,,29,
,80,,ーーオレンドが気を失って,,,,,,12,
,81,sara,・・・さて、もう１匹の小鼠も出ていらっしゃい。,,,L,angry,,23,
,82,loxy,ひっ！,,,R,confuse,,3,
,83,sara,逃げずに様子を見てるなんて、いい度胸してるわね...。,,,L,angry,,27,
,84,loxy,に！にげ...！ひいいい！足が！,,,R,confuse,,16,
,85,sara,誰かにも言ったことがあるんだけど、逃げる時はちゃんと逃げないとダメよ？,,,L,confuse,,35,
,86,loxy,ちょ...あぇぇえあぁあ！！し...死体！！？,,,R,confuse,,23,
,87,sara,うふふふ。城内には私の死人(しびと)がいっぱいなんだから。,,,L,smile,,29,
,88,loxy,ちょちょちょちょっと！降参！降参！こうさああああん！,,,R,confuse,,26,
,89,sara,あら、降参なんてないわよ。ふふふふふふふふふふふ。死人と一晩中楽しく踊るといいわ...。好きでしょ？,,,L,angry,,50,
,90,loxy,ま、まって！私！お..おばけとか、ゾンビとか...！,,,R,confuse,,26,
,91,sara,好きよね？ね？,,,L,smile,,7,
,92,loxy,ひいっ！（心臓を握られる感覚がする）うぅっ！す...すきです！！大好きですぅ！！,,,R,confuse,,40,
,93,sara,そう。じゃあ、よかったわね。おやすみなさい。ロクシーさん、良い夢を。,,,L,smile,,34,
,,,,,,,,,0,
,2,,ーー２日目の公演が終わった頃。,,,,,,15,
,3,,ーーシャンディが劇団の事務仕事をしている。,,,,,,21,
,5,volcus,（Ｍ）公演の二日目も順調に終えた。快活なロクシー、,,,L,normal,,25,
,5,volcus,ひょうきんなオレンド、生真面目なサラ、と。３人のやりとりは中々に愉快である。,,,L,normal,場面切り替え/背景切り替え/BGM切り替え(自然の中でゆったりと),38,024_rest_rooms
,7,shandy,ひい、ふう、みい....ねぇ....え、うそ...ほんと？,,,R,confuse,,29,
,8,volcus,ふむ。どうした。,,,L,normal,,8,
,9,shandy,あ、あらヴェルさん。ねぇ聞いて。１日目より２日目の方がお客さんが倍近くになっているの。,,,R,normal,,43,
,10,volcus,！？...ほう。,,,L,normal,,8,
,11,shandy,このまま人が増え続けたら、最終日もしかしたら...,,,R,confuse,,25,
,12,volcus,満席か。,,,L,normal,,4,
,13,shandy,そ、そう！え！？ほんとに！？,,,R,confuse,,14,
,14,volcus,ふむ。,,,L,normal,,3,
,15,shandy,はっ！...いけないいけない。ありえない...ありえない...。,,,R,confuse,,32,
,16,volcus,ほう。なぜありえぬのだ。,,,L,normal,,12,
,17,shandy,だって、私たちはちっちゃな演劇旅団よ...アキュエリのこの大劇場を...え、だって...。,,,R,confuse,,45,
,19,,ーーヴォルカスの寝室でロクシーがヴォルカスに,,,,,"場面切り替え/背景切り替え(ヴェルの寝室があれば)
/BGM切り替え(小さな幸せとエトセトラ的なBGM)",22,028_Inside_Castle
,21,loxy,へぇ〜。魔法陣は扉を表していて、入り口側にある魔素を出口側にある対象へ送り込むのね...,,,L,normal,,44,
,22,volcus,そうだ。魔法陣によって円周へ置く文字の向きが異なる。この文字の向きが扉の向きをそのまま表現しておる。,,,R,normal,,50,
,,volcus,例えば、端的に魔素を行き来させるだけの魔法陣を地に書くとする。,,,R,normal,,31,
,,volcus,文字をそのまま記せば、地上から地中へ向かう扉となる。つまり、野草を肥やす陣である。,,,R,normal,,41,
,23,loxy,なるほど...。,,,L,normal,,8,
,24,volcus,逆に、鏡像文字でこの陣を記す場合...,,,R,normal,,19,
,25,loxy,へぇ〜。文字も左回りに書いていくのね。,,,L,normal,,19,
,26,volcus,そうだ。魔法陣の記述に慣れていないものは、この逆向き(さかむき)の魔法陣を苦手とすることが多かった。,,,R,normal,,50,
,,volcus,そなたは、鏡像文字を異なる文字として記憶したようだが。,,,R,normal,,27,
,27,loxy,へぇ〜。確かに逆向きの文字があるなぁーって思ってたのよ。でも、こんな意味があったなんて！へぇー！,,,L,normal,,48,
,28,volcus,して、先程の陣を鏡像文字で書いたこれが、蘇生の門である。地より魔素を吸い上げる門である。,,,R,normal,,44,
,,volcus,過去の慣わしだが、正しい向きで記した魔法陣を「陣」、鏡像文字で記した魔法陣を「門」と表現する。,,,R,normal,,47,
,29,loxy,なんで？,,,L,normal,,4,
,30,volcus,ふむ。確かなことはわからんが、戦う者共になぞらえるのだ。,,,R,normal,,28,
,,volcus,若き時に兵師団へ入門し、戦へ出陣をする。術者向きの魔法陣は「門」、術者から外へ向かう魔法陣は「陣」である。,,,R,normal,,53,
,31,loxy,へぇー！じゃあ、起動するための詠唱は、円周に書いた文字を読んでるのかしら？,,,L,normal,,37,
,32,volcus,そうだ。円周へ記した文字、すなわち、文字を並べて意味を表した経文(きょうもん)を読み願うことで、魔法陣は起動する。,,,R,normal,,57,
,33,loxy,うーん...じゃあ、真ん中に書く記号にも意味がある？,,,L,normal,,26,
,34,volcus,当然だ。,,,R,normal,,4,
,35,loxy,どんな意味があるの？,,,L,normal,,10,
,36,volcus,ふむ。円周上に等間隔に配置された５点を結んだ対象的な星型をイメージすると良い。,,,R,normal,,39,
,,volcus,右回りにそれぞれ海から始まり、陸ができ、そこに風が吹き、植物が芽吹き、火が立ち、また水により火が消える。,,,R,normal,,52,
,,volcus,という意味を右回りに星形の頂点がもっておる。,,,R,normal,,22,
,37,loxy,う...ふぁあぁ〜...難しい...ややこしくなってきたわね...。,,,L,normal,,34,
,38,volcus,図形をかたどる５点の位置により、表現するものが変わるのだ。,,,R,normal,,29,
,38,volcus,海の位置にある頂上を少し右にずらすと、より陸に近い属性を持つこととなる。,,,R,normal,,36,
,38,volcus,中心に据える形状と、円周へ記述した経文の関係より魔法陣を通過する魔素に与える反応が変わるのだ。,,,R,normal,,47,
,,volcus,また、門の場合、経文と同様に図形も逆向きに配置せねばならぬ。,,,R,normal,,30,
,39,loxy,う...うん...,,,L,normal,,9,
,40,volcus,して、魔法陣には必ず経文及び図形の原点を設けねばならぬ。それが、「朔(ついたち)」である。,,,R,normal,,45,
,40,volcus,そなたの門にはこれが抜けていた。朔は魔法陣がどこを始点としておるかを意味し、経文の開始と図形の海の位置を表現しておる。,,,R,normal,,59,
,41,loxy,うぅ...うぅう〜...すぅー,,,L,normal,,15,
,42,volcus,また、朔には時刻を意味する役割もある。魔法陣の中心より円周へ向かい１本の線を引く。演習に到達するまで伸ばせば、日の刻。,,,R,normal,,59,
,42,volcus,その中頃で止めれば、夕の刻。短く記述すれば月の刻である。して何も記述しない場合、魔法陣はその解釈を己で行うこととなる。,,,R,normal,,59,
,42,volcus,それを新月の魔法陣という。光の強さは通過できる魔素の量を意味することが多い。,,,R,normal,,38,
,42,volcus,それと、新月の魔法陣というのは光の一切ない夜、何が起こらぬかわからぬ、という意味だそうだ。,,,R,normal,,45,
,42,volcus,そなたの門はまさにこれであった。,,,R,normal,,16,
,42,volcus,魔法陣とは多少崩れても働くものだが、朔を書き加えた結果、そなたが記述した門の解釈が変わり、,,,R,normal,,45,
,,volcus,経文の意味と中心の図形の調和が乱れ、魔法陣としての働きを失ったのだ。,,,R,normal,,34,
,43,loxy,（ほぼ寝ている）うぅ...ふぁ...すぅー...,,,,normal,背景切り替え,24,044_sleeping_face
,44,volcus,ふむ...。話すぎたか。,,,,normal,,12,
,45,loxy,すぅー...それで...わたし...すぅー...。,,,,normal,,25,
,46,volcus,ふむ...。私の寝台で寝ると良い。私は寝ずとも良い身なのでな。,,,,normal,,31,
,,volcus,ロクシーを抱っこして移動する)軽いな。うむ...（ロクシーを布団に下ろして、布団をかける）ではロクシー、良き夢を。,,,,normal,,57,
,47,loxy,ヴォルカス...,,,,normal,,8,
,2,,ーー演劇最終日直前,,,,,,9,
,4,volcus,（Ｍ）３日目の公演も終えた。ロクシーは毎日のように部屋を訪れ、話を聞き、そのまま眠るようになった。,,,L,normal,,49,
,4,volcus,この頃から、私はロクシーに特別な思いを抱くようになったのかもしれん。,,,L,normal,,34,
,5,,ーーーーー,,,,,,5,
,6,orend,おいおいおい！すんげーなぁ！,,,R,normal,場面切り替え/背景切り替え/BGM切り替え(自然の中でゆったりと),14,024_rest_rooms
,7,shandy,えぇ。こんなに伸びるなんて...,,,R,normal,,16,
,8,volcus,ふむ。,,,L,normal,,3,
,9,era,私も！今日外を歩いてたら、演劇の話をしてる人をいっぱい見かけたよ！,,,L,normal,,33,
,10,shandy,ふふふ...。がっぽり...。,,,R,smile,,15,
,11,orend,はっはっはー！シャンディ、顔にお金って書いてあるぞー！,,,R,smile,,27,
,12,shandy,っは！いけない、つい。,,,R,confuse,,11,
